id,label,area,perimeter,bounding_x,bounding_y,bounding_width,bounding_height,circularity,compactness,convexity
361,Nut,3614,232.409,1033,703,72,67,0.840914,0.06691781,0.983805
362,Nut,3609,232.066,590,702,71,69,0.842236,0.06702301,0.981242
363,Nut,3602,231.823,258,702,71,68,0.842246,0.06702383,0.981739
364,Nut,3606,231.723,923,701,70,71,0.84403,0.06716579,0.981895
365,Nut,3606,231.137,812,701,71,70,0.848196,0.06749731,0.982695
366,Nut,3606,232.894,480,701,70,71,0.83556,0.06649174,0.980693
367,Nut,3604,231.723,369,701,71,70,0.843562,0.06712854,0.981618
368,Nut,3591,231.338,1258,700,65,72,0.843201,0.06709978,0.987081
369,Nut,3609,232.894,1145,700,69,72,0.836255,0.06654705,0.980177
370,Nut,3623,232.995,703,700,67,72,0.838659,0.06673833,0.981311
371,Nut,3608,232.066,1255,619,71,69,0.842003,0.06700445,0.981237
372,Nut,3601,231.48,1144,619,71,69,0.844511,0.06720403,0.981199
373,Nut,3601,231.48,923,619,71,69,0.844511,0.06720403,0.980932
374,Nut,3602,232.066,1034,618,69,71,0.840603,0.06689303,0.981207
375,Nut,3613,231.137,812,618,71,70,0.849843,0.06762834,0.985812
376,Nut,3606,232.409,592,618,68,71,0.839053,0.0667697,0.981761
377,Nut,3611,232.309,480,618,70,71,0.840827,0.06691087,0.980983
378,Nut,3601,231.137,369,618,71,70,0.84702,0.06740372,0.98227
379,Nut,3621,231.38,258,618,71,71,0.850056,0.06764534,0.986113
380,Nut,3611,232.167,704,617,66,72,0.841857,0.06699283,0.984997
381,Nut,3621,232.995,479,537,72,67,0.838196,0.06670149,0.983834
382,Nut,3609,232.652,1255,536,71,69,0.837884,0.06667669,0.981507
383,Nut,3608,231.723,1144,536,71,70,0.844498,0.06720304,0.981104
384,Nut,3603,232.066,701,536,71,69,0.840836,0.0669116,0.981078
385,Nut,3607,232.652,590,536,71,69,0.83742,0.06663974,0.980696
386,Nut,3604,232.066,258,536,71,69,0.841069,0.06693017,0.981484
387,Nut,3602,231.823,1035,535,68,71,0.842246,0.06702383,0.981471
388,Nut,3600,232.066,924,535,69,71,0.840136,0.0668559,0.980929
389,Nut,3601,231.723,812,535,70,71,0.84286,0.06707267,0.980133
390,Nut,3619,232.409,371,535,67,72,0.842077,0.06701038,0.981559
391,Nut,3620,231.581,368,455,72,66,0.848347,0.06750931,0.986781
392,Nut,3613,233.48,1033,453,72,69,0.832871,0.06627775,0.981127
393,Nut,3607,232.309,812,453,71,70,0.839895,0.06683676,0.980829
394,Nut,3601,232.066,701,453,71,69,0.840369,0.06687447,0.980667
395,Nut,3604,231.723,590,453,71,70,0.843562,0.06712854,0.981885
396,Nut,3616,232.995,1257,452,67,72,0.837038,0.06660938,0.981142
397,Nut,3613,232.167,1147,452,66,72,0.842323,0.06702993,0.985274
398,Nut,3613,232.652,924,452,68,72,0.838813,0.06675059,0.98126
399,Nut,3630,232.167,482,452,66,72,0.846286,0.06734532,0.987486
400,Nut,3599,230.309,259,452,69,71,0.852651,0.06785179,0.982796
401,Nut,3612,232.167,811,372,72,66,0.84209,0.06701138,0.984599
402,Nut,3607,232.167,701,372,72,66,0.840924,0.06691862,0.984578
403,Nut,3618,232.167,257,372,72,66,0.843489,0.06712269,0.985563
404,Nut,3616,233.823,1033,371,72,68,0.831118,0.06613823,0.979946
405,Nut,3616,230.551,923,370,71,70,0.854994,0.06803828,0.986632
406,Nut,3616,234.652,1256,369,69,72,0.825259,0.06567206,0.979017
407,Nut,3612,232.652,1146,369,68,72,0.838581,0.06673212,0.980989
408,Nut,3614,232.894,591,369,69,72,0.837413,0.06663923,0.981001
409,Nut,3615,232.652,481,369,68,72,0.839277,0.06678754,0.981004
410,Nut,3621,232.409,371,369,67,72,0.842543,0.06704741,0.984505
411,Nut,3621,232.995,922,289,72,67,0.838196,0.06670149,0.981966
412,Nut,3619,232.409,479,289,72,67,0.842077,0.06701038,0.98116
413,Nut,3616,232.409,368,289,72,67,0.841379,0.06695484,0.98368
414,Nut,3607,232.409,1255,288,71,68,0.839285,0.06678822,0.981633
415,Nut,3602,232.066,1144,288,71,69,0.840603,0.06689303,0.980806
416,Nut,3609,233.238,701,288,71,69,0.833796,0.06635138,0.979644
417,Nut,3606,231.723,1034,287,70,71,0.84403,0.06716579,0.980827
418,Nut,3622,231.38,812,287,71,71,0.850291,0.06766402,0.985714
419,Nut,3607,232.066,259,287,69,71,0.841769,0.06698588,0.981232
420,Nut,3615,232.167,593,286,66,72,0.842789,0.06706704,0.985819
421,Resistor,2276,343.657,530,297,144,31,0.242177,0.0192718,0.69348
422,Spring,4599,366.368,923,1076,133,68,0.430566,0.03426332,0.906118
423,Spring,4527,361.054,1195,1075,134,62,0.436392,0.03472695,0.911415
424,Spring,4720,399.681,196,1060,120,100,0.371299,0.02954707,0.88109
425,Spring,4663,395.882,1100,1053,90,124,0.373889,0.02975318,0.876421
426,Spring,4729,405.137,533,1049,107,121,0.362056,0.02881146,0.876715
427,Spring,4498,366.184,303,1046,128,65,0.421579,0.03354823,0.906681
428,Spring,4503,370.225,652,1034,66,134,0.412838,0.03285258,0.895763
429,Spring,4737,393.823,843,1024,131,89,0.383805,0.03054221,0.883934
430,Spring,4585,392.368,1350,992,82,132,0.374251,0.02978196,0.881053
431,Spring,4577,385.539,77,988,78,132,0.386949,0.03079244,0.882483
432,Spring,4521,370.225,720,973,65,135,0.414488,0.03298391,0.897825
433,Spring,4586,390.368,395,964,133,80,0.378178,0.03009447,0.882942
434,Spring,4553,342.184,807,935,131,44,0.488693,0.03888898,0.941681
435,Spring,4575,379.841,254,904,128,73,0.398516,0.03171288,0.88621
436,Spring,4556,347.941,62,885,130,46,0.472914,0.03763329,0.944151
437,Spring,4645,399.095,627,879,129,91,0.366512,0.02916614,0.871167
438,Spring,4521,351.113,836,855,128,55,0.460841,0.03667258,0.925581
439,Spring,4651,398.752,1003,851,93,128,0.367618,0.02925409,0.872456
440,Spring,4555,383.882,1311,839,133,75,0.388421,0.03090952,0.888607
441,Spring,4512,343.456,1233,836,49,129,0.480659,0.03824963,0.933292
442,Spring,4695,402.024,440,835,120,100,0.36504,0.02904897,0.87528
443,Spring,4733,404.309,1089,820,110,117,0.363848,0.02895412,0.878678
444,Spring,4594,394.024,585,784,130,86,0.371839,0.02958999,0.870735
445,Spring,4547,381.497,255,783,126,77,0.392644,0.03124564,0.88827
446,Spring,4522,341.598,1358,747,130,43,0.486979,0.03875252,0.936232
447,Spring,4536,343.113,835,746,130,46,0.484183,0.03853004,0.93845
448,Spring,4743,401.38,526,705,119,108,0.369997,0.02944341,0.879811
449,Spring,4551,384.912,1082,700,125,80,0.386006,0.03071741,0.883432
450,Spring,4655,399.581,1007,676,94,128,0.36641,0.02915797,0.872552
451,Spring,4711,406.167,80,668,117,108,0.358851,0.02855649,0.875976
452,Spring,4628,393.681,302,659,87,130,0.375244,0.02986097,0.880685
453,Spring,4726,406.995,742,632,111,115,0.35853,0.02853091,0.875347
454,Spring,4661,400.167,434,620,94,128,0.365769,0.02910701,0.870889
455,Spring,4704,404.51,1254,619,106,117,0.36126,0.02874812,0.874756
456,Spring,4523,370.711,630,607,133,69,0.413586,0.03291216,0.88878
457,Spring,4742,405.137,161,590,125,103,0.363051,0.02889067,0.876363
458,Spring,4736,404.309,445,507,111,116,0.364079,0.02897248,0.883088
459,Spring,4538,343.497,962,489,133,42,0.483365,0.03846496,0.948485
460,Spring,4733,401.137,1218,487,103,123,0.369624,0.02941378,0.880067
461,Spring,4623,394.267,1110,485,88,129,0.373766,0.02974335,0.875083
462,Spring,4730,404.752,531,477,119,105,0.362859,0.02887542,0.878296
463,Spring,4529,372.426,1316,471,127,70,0.410328,0.03265287,0.894971
464,Spring,4497,345.355,902,470,50,129,0.473859,0.03770846,0.936882
465,Spring,4665,397.054,778,467,90,124,0.371846,0.02959054,0.876385
466,Spring,4733,404.894,73,465,109,118,0.362835,0.02887345,0.877386
467,Spring,4721,406.066,210,439,108,119,0.359829,0.02863431,0.874757
468,Spring,4602,389.439,349,438,130,84,0.381352,0.030347,0.882974
469,Spring,4503,352.912,630,434,133,54,0.454339,0.03615512,0.93018
470,Spring,4603,397.439,1196,342,132,86,0.366233,0.02914393,0.877024
471,Spring,4625,387.64,282,319,125,84,0.386823,0.03078239,0.881132
472,Spring,4667,399.296,56,315,122,94,0.367878,0.02927476,0.875704
473,Spring,4722,403.338,1092,301,105,118,0.364752,0.02902602,0.876067
474,Spring,4661,391.882,548,280,88,124,0.381397,0.03035064,0.884189
475,Spring,4535,355.154,898,277,57,133,0.451857,0.03595762,0.913311
476,Spring,4637,400.51,754,271,92,129,0.363263,0.02890754,0.873094
477,Spring,4668,404.752,969,258,100,124,0.358103,0.02849697,0.870583
478,Spring,4759,401.38,418,249,105,122,0.371245,0.02954272,0.884172
479,Spring,4691,401.823,648,245,97,127,0.365094,0.02905327,0.874127
480,Spring,4512,367.841,1350,240,67,128,0.41909,0.03335015,0.913554
481,Spring,4569,385.296,166,234,132,77,0.386802,0.03078071,0.885734
482,Spring,4358,375.397,883,154,132,70,0.388611,0.03092471,0.893491
483,Spring,4551,351.113,638,141,128,55,0.463899,0.03691593,0.922843
484,Spring,4584,388.61,526,121,81,132,0.381482,0.03035734,0.881804
485,Spring,4572,344.184,1252,113,44,131,0.485046,0.03859872,0.940167
486,Spring,4490,358.77,1358,94,128,61,0.438354,0.03488311,0.908355
487,Spring,4563,385.539,769,87,77,133,0.385766,0.03069825,0.884388
488,Spring,4668,401.882,164,87,123,94,0.363198,0.02890235,0.87236
489,Spring,4503,354.184,86,85,58,128,0.451131,0.03589987,0.921998
490,Spring,4598,391.439,1026,83,84,131,0.377137,0.03001158,0.881614
491,Spring,4507,369.64,332,70,67,133,0.414561,0.03298973,0.899342
492,Spring,4725,407.238,450,27,114,113,0.358065,0.02849391,0.875417
493,Spring,4586,389.539,1137,23,132,80,0.379788,0.03022261,0.882093
494,Spring,4749,3172,0,0,1584,4,0.005931,0.00047199,1
495,Washer,3778,229.137,621,886,70,70,0.904234,0.07195669,0.989783
496,Washer,3783,229.966,739,885,70,71,0.898919,0.07153374,0.98889
497,Washer,3783,230.794,1084,877,71,71,0.892478,0.07102112,0.987471
498,Washer,3777,229.723,290,876,70,70,0.89951,0.07158071,0.988874
499,Washer,3782,229.966,1193,875,70,71,0.898682,0.07151483,0.988371
500,Washer,3776,229.137,966,869,70,70,0.903756,0.0719186,0.990037
501,Washer,3778,229.723,850,866,70,70,0.899748,0.07159966,0.989007
502,Washer,3779,229.137,405,866,70,70,0.904474,0.07197574,0.989915
503,Washer,3780,229.966,515,865,71,70,0.898207,0.07147701,0.988623
504,Washer,3781,229.966,1200,771,70,71,0.898444,0.07149592,0.988238
505,Washer,3777,229.137,626,771,70,70,0.903995,0.07193765,0.98978
506,Washer,3776,229.137,514,771,70,70,0.903756,0.0719186,0.989907
507,Washer,3774,229.137,745,768,70,70,0.903277,0.07188051,0.990031
508,Washer,3774,229.137,857,765,70,70,0.903277,0.07188051,0.990031
509,Washer,3771,229.137,296,763,70,70,0.902559,0.07182337,0.989504
510,Washer,3782,229.137,402,760,70,70,0.905192,0.07203288,0.990312
511,Washer,3778,229.137,1074,757,70,70,0.904234,0.07195669,0.990172
512,Washer,3774,229.137,966,755,70,70,0.903277,0.07188051,0.989512
513,Washer,3774,229.137,402,663,70,70,0.903277,0.07188051,0.989512
514,Washer,3779,229.137,737,661,70,70,0.904474,0.07197574,0.989656
515,Washer,3776,229.723,1202,659,70,70,0.899272,0.07156176,0.988871
516,Washer,3780,229.966,520,656,70,71,0.898207,0.07147701,0.988752
517,Washer,3775,229.723,961,651,70,70,0.899033,0.07154281,0.988739
518,Washer,3778,229.137,849,651,70,70,0.904234,0.07195669,0.990172
519,Washer,3781,229.966,1074,650,71,70,0.898444,0.07149592,0.988885
520,Washer,3778,229.137,629,650,70,70,0.904234,0.07195669,0.989783
521,Washer,3773,229.137,294,646,70,70,0.903038,0.07186146,0.98938
522,Washer,3777,230.309,860,553,70,70,0.894821,0.07120762,0.988097
523,Washer,3774,229.137,739,553,70,70,0.903277,0.07188051,0.989902
524,Washer,3780,229.137,522,552,70,70,0.904713,0.07199479,0.989918
525,Washer,3775,229.137,636,547,70,70,0.903516,0.07189955,0.990034
526,Washer,3774,229.723,294,547,70,70,0.898795,0.07152386,0.988607
527,Washer,3775,229.137,396,546,70,70,0.903516,0.07189955,0.989645
528,Washer,3779,229.137,1082,539,70,70,0.904474,0.07197574,0.989785
529,Washer,3778,230.309,1194,538,70,70,0.895058,0.07122647,0.987454
530,Washer,3773,229.723,969,538,70,70,0.898557,0.07150491,0.988863
531,Washer,3771,229.723,292,439,70,70,0.898081,0.07146702,0.988598
532,Washer,3773,229.723,739,435,70,70,0.898557,0.07150491,0.988215
533,Washer,3779,229.137,968,434,70,70,0.904474,0.07197574,0.989785
534,Washer,3777,229.723,630,428,70,70,0.89951,0.07158071,0.989133
535,Washer,3779,229.137,1187,427,70,70,0.904474,0.07197574,0.989785
536,Washer,3778,229.137,852,427,70,70,0.904234,0.07195669,0.989912
537,Washer,3778,229.723,508,427,70,70,0.899748,0.07159966,0.988877
538,Washer,3776,229.137,407,426,70,70,0.903756,0.0719186,0.990037
539,Washer,3779,229.137,1073,423,70,70,0.904474,0.07197574,0.990045
540,Washer,3774,229.723,635,333,70,70,0.898795,0.07152386,0.988607
541,Washer,3780,229.137,403,331,70,70,0.904713,0.07199478,0.990047
542,Washer,3778,229.137,293,329,70,70,0.904234,0.07195669,0.989912
543,Washer,3778,229.137,514,328,70,70,0.904234,0.07195669,0.989783
544,Washer,3783,230.794,1193,327,71,71,0.892478,0.07102112,0.987471
545,Washer,3780,229.723,852,323,70,70,0.900224,0.07163756,0.989271
546,Washer,3774,229.137,740,322,70,70,0.903277,0.07188051,0.990031
547,Washer,3781,229.137,1076,312,70,70,0.904952,0.07201383,0.990569
548,Washer,3773,229.137,966,311,70,70,0.903038,0.07186146,0.989769
549,Wire,3062,387.74,1215,1060,179,28,0.255937,0.02036684,0.95568
550,Wire,3084,406.86,923,1011,163,89,0.234156,0.01863352,0.95926
551,Wire,3091,387.269,87,987,125,138,0.25899,0.02060978,0.964431
552,Wire,3092,400.115,1077,975,152,106,0.242745,0.01931704,0.959808
553,Wire,3070,396.267,401,973,40,178,0.245721,0.01955389,0.952241
554,Wire,3069,406.09,840,961,76,168,0.233901,0.01861325,0.955933
555,Wire,3066,403.764,198,957,174,58,0.236334,0.01880684,0.953358
556,Wire,3071,405.103,652,954,161,91,0.235158,0.01871327,0.959987
557,Wire,3095,391.37,1383,932,121,142,0.253961,0.02020955,0.96403
558,Wire,3091,402.215,525,931,102,155,0.2401,0.01910653,0.958747
559,Wire,3064,397.338,638,798,177,43,0.243881,0.01940744,0.952292
560,Wire,3090,392.642,802,774,144,117,0.251869,0.02004313,0.962617
561,Wire,3101,395.813,1228,754,116,146,0.248732,0.01979343,0.960806
562,Wire,3084,382.527,571,749,21,179,0.264893,0.02107952,0.958664
563,Wire,3080,407.546,53,749,165,85,0.233065,0.01854673,0.95549
564,Wire,3070,397.338,196,733,177,43,0.244359,0.01944545,0.953416
565,Wire,3067,395.681,399,717,40,178,0.246169,0.01958948,0.954411
566,Wire,3098,402.458,1385,710,104,154,0.240392,0.0191298,0.958694
567,Wire,3065,403.421,1127,697,60,173,0.236659,0.01883271,0.953937
568,Wire,3079,402.902,900,686,157,98,0.238354,0.01896757,0.958891
569,Wire,3074,406.919,649,613,168,77,0.233329,0.01856773,0.955407
570,Wire,3059,398.409,925,546,176,46,0.242215,0.01927489,0.952967
571,Wire,3093,392.884,372,544,118,144,0.251843,0.02004106,0.963107
572,Wire,3065,405.706,844,525,70,170,0.234001,0.01862123,0.954234
573,Wire,3100,400.357,1350,515,153,106,0.243039,0.01934042,0.959901
574,Wire,3071,405.321,195,514,173,63,0.234943,0.01869617,0.95329
575,Wire,3067,406.534,98,514,71,170,0.233201,0.01855752,0.954263
576,Wire,3108,401.186,497,512,152,108,0.242661,0.01931033,0.963422
577,Wire,3106,400.6,1110,511,108,152,0.243254,0.0193575,0.962212
578,Wire,3076,407.061,1263,485,82,166,0.233318,0.01856684,0.956326
579,Wire,3064,384.77,1205,401,179,23,0.260074,0.02069605,0.957201
580,Wire,3076,397.095,790,393,178,41,0.245175,0.01951044,0.95174
581,Wire,3077,407.304,57,345,165,84,0.233078,0.01854774,0.955293
582,Wire,3076,405.345,373,336,92,161,0.235297,0.01872435,0.958262
583,Wire,3088,388.784,262,326,140,122,0.256727,0.02042965,0.965302
584,Wire,3068,406.576,634,314,167,79,0.233267,0.01856279,0.955621
585,Wire,3069,405.22,876,307,172,66,0.234868,0.01869022,0.955182
586,Wire,3075,407.061,1100,277,82,166,0.233242,0.01856081,0.955273
587,Wire,3074,407.161,540,265,78,168,0.233013,0.0185426,0.955252
588,Wire,3067,388.569,1433,264,29,179,0.255263,0.02031321,0.953669
589,Wire,3060,398.409,475,159,176,46,0.242295,0.01928119,0.953427
590,Wire,3067,389.154,1344,150,178,30,0.254537,0.0202554,0.953232
591,Wire,3075,388.083,45,127,180,26,0.25657,0.02041716,0.954228
592,Wire,3073,406.475,649,124,166,82,0.233725,0.01859921,0.956278
593,Wire,3095,383.411,229,96,134,130,0.26457,0.02105382,0.966282
594,Wire,3084,405.588,962,79,94,160,0.235589,0.01874755,0.957467
595,Wire,3063,398.409,1268,72,46,176,0.242532,0.01930009,0.952729
596,Wire,3074,406.818,390,71,80,167,0.233406,0.01857389,0.954658
597,Wire,3069,406.576,833,66,80,166,0.233343,0.01856884,0.95504
598,Wire,3093,405.487,1093,60,97,159,0.236431,0.01881462,0.957147
